title,authors,affiliations,keywords,abstract,venue,year,track_or_issue_name,volume_number,issue,issue_name,pages,length,citations,url
Priority-Based QoS Extensions and IAM Improvements,Gyudong Park | Hyoek Jin Choi,"ADS&TR Institute, Command and Control Systems PMO, Agency for Defense Development, Seoul, Korea | ADS&TR Institute, Command and Control Systems PMO, Agency for Defense Development, Seoul, Korea",Access congestion | priority-based access control (PBAC),"The command and control system operates in a harsh and dynamic environment with limited resources and have a very high risk of failure or malfunction. In the case of military information systems, including the com-mand and control system, the efficiency and effectiveness of system resource management are very important and required. Therefore, the application of a QoS-like approach is necessary to improve the operational effectiveness of all command and control system resources. However, supporting QoS at the entire command and control system level incurs additional costs and burdens for implementation and operation. This paper describes the necessity and possibility of collaboration with QoS and IAM (identity and access management) among the collaboration between core functions within the command and control system. This paper proposes an extended QoS approach to improve the operational effectiveness of the entire command and control system resources. As a result of this research, expanded concepts, structures, standards, and methods of collaboration between QoS and IAM are developed and presented, and their feasibility is demonstrated through prototype development and experiments.",JWE,2024,,23,6,,769-786,2,0,https://ieeexplore.ieee.org/document/10747170/
Increased Productivity and Reduced Waste with Robotic Process Automation and Generative AI-Powered IoE Services,Wei Lo | Chun-Ming Yang | Qiansha Zhang | Mingyuan Li,"School of Business Administration, Guangxi University of Finance and Economics, Nanning, Guangxi, China | School of Economics and Management, Dongguan University of Technology, Dongguan, Guangdong, China | School of Business Administration, Guangxi University of Finance and Economics, Nanning, Guangxi, China | School of Business Administration, Guangxi University of Finance and Economics, Nanning, Guangxi, China",Robotic process automation (RPA) | generative AI (GAI) | Internet of Everything (IoE) | industrial productivity | waste management,"The convergence of robotic process automation (RPA) and generative AI (GAI) within the context of Internet of Everything (IoE) services represents a profound paradigm shift. This fusion of technologies not only streamlines routine tasks but also catalyzes innovation while harnessing the potential of interconnected devices. Such integration empowers organizations to achieve remarkable gains in efficiency and sustainability. This paper embarks on an exploration of these transformative services, designed to elevate productivity, and curtail wasteful practices in contemporary industries. By closely examining intricate case studies, we illuminate the multifaceted advantages of this integrated approach. Our investigation demonstrates how RPA accelerates the execution of repetitive processes, substantially diminishing the margin for human error and amplifying operational efficiency. In contrast, generative AI introduces a disruptive force, generating fresh ideas, designs, and solutions, thereby elevating the quality of products and services. The infusion of these cutting-edge technologies into the fabric of IoE services paves the way for organizations to attain unprecedented levels of automation, intelligence, and connectivity. Furthermore, this paper comprehensively addresses the intricate challenges and considerations associated with the proposed implementation. We delve into ethical concerns, security implications, and the necessary workforce adaptation to offer a balanced perspective on the adoption of these technologies. Additionally, we navigate through potential limitations and constraints, underscoring the imperative need for strategic planning and robust governance.",JWE,2024,,23,1,,53-87,2,18,https://ieeexplore.ieee.org/document/10488437/
Enhancing English Language Education Through Big Data Analytics and Generative AI,Jianhua Liu,"School of Foreign Languages, Anyang Normal University, Anyang, China",Big data analysis | generative AI | language education | learning English,"This research paper provides a comprehensive examination of the significant impact of big data analytics and generative artificial intelligence (GAI) on the field of English language education. Utilizing a meticulous framework rooted in the evolutionary network influence of big data, our study critically analyzes several aspects of student engagement, learning motivation, self-efficacy, and the existing disparities among learners. Our primary objective is to enhance students' active participation, intrinsic interest, and self-confidence in the context of English language learning, thus advancing their overall linguistic competence. To achieve these objectives, our study systematically integrates the concept of practice education with a multidisciplinary approach, leveraging the power of big data analysis and GAI, and reveals profound insights into student learning behaviors, preferences, and personalized educational needs. We employ advanced techniques for meticulous data processing and interpretation, empowering educators to make data-informed decisions and tailor pedagogical strategies to meet the unique requirements of each student. This data-driven pedagogical approach not only facilitates the implementation of effective teaching methodologies but also effectively addresses the disparities stemming from diverse student backgrounds, thereby fostering a more inclusive and personalized learning environment.",JWE,2024,,23,2,,227-249,2,15,https://ieeexplore.ieee.org/document/10504108/
Contextualized Satire Detection in Short Texts Using Deep Learning Techniques,Ashraf Kamal | Muhammad Abulaish | Jahiruddin,"PayPal, Chennai, India | Department of Computer Science, South Asian University, New Delhi, India | Department of Computer Science, Jamia Millia Islamia (A Central University), New Delhi, India",Information retrieval | online social media | figurative language detection | satire detection | deep learning,"Satire is prominent in user-generated content on various online platforms in the form of satirical news, customer reviews, blogs, articles, and short messages that are typically of an informal nature. As satire is also used to disseminate false information on the Internet, its computational detection has become a well-known issue. Existing work focuses primarily on formal document- or sentence-level textual data, whereas informal short texts have gotten less attention for satire detection. This paper presents a new model called BiLSTM self-attention (BiSAT) for detecting satire in informal short texts. It consists of various components such as input, embedding, self-attention, and two bi-directional long short-term memory (BiLSTM) layers for learning crucial contextual information pertaining to the satire present in the texts. The input layer uses the text as input to create an input vector, which is then given to the embedding layer to create the appropriate numeric vector. The output of the embedding layer is passed on to the first BiLSTM layer, which extracts contextual information-based sequences in the opposite direction. Between the first and second BiLSTM layers, a self-attention layer is employed to draw attention to the important satirical information that is acquired by the hidden layer of the first BiLSTM. The BiSAT model also takes a classic feature engineering approach, employing a 13-dimensional auxiliary feature vector comprised of features from four separate feature categories: sentiment, punctuation, hyperbole, and affective. The proposed BiSAT model is empirically evaluated on two benchmark datasets and a newly created dataset called Satire-280. It outperforms existing research and baseline methods by a significant margin. The Satire-280 dataset along with code can be downloaded from GitHub repository: https://github.com/Ashraf-Kamal/Satire-Detection.",JWE,2024,,23,1,,27-52,2,4,https://ieeexplore.ieee.org/document/10488438/
Overcoming Terrain Challenges with Edge Computing Solutions: Optimizing WSN Deployments Over Obstacle Clad-Irregular Terrains,Shekhar Tyagi | Abhishek Srivastava,"Department of Computer Science and Engineering, Indian Institute of Technology, Indore, India | Department of Computer Science and Engineering, Indian Institute of Technology, Indore, India",Wireless sensors | irregular-terrain | obstacles | sensor deployment,"Wireless sensor networks (WSNs) are primarily used for real time data collection and monitoring, especially in environments where direct human involvement is challenging due to harsh conditions. Optimized deployment of WSN nodes is a long standing issue and several ideas have been proposed to address this. Existing deployment strategies are mostly based on the assumption that the terrain for deployment of nodes is perfectly regular. This is an impractical assumption and in this paper we address this gap by proposing a deployment strategy for WSN nodes over irregular terrains. Such terrains comprise uneven elevations, morphology and vegetation based obstacles, rocky obstacles, and so on. Our approach comprises extraction of satellite images of the region of interest (RoI) from Google Earth and generating a KML file (Keyhole Markup Language) for the RoI containing the latitude, longitude, and elevation values of each and every point in the RoI. These points are used to generate a contour map of the RoI containing detailed terrain morphology. A radio frequency path loss model in combination with an advanced inverse distance weighted (IDW)-interpolation technique is proposed to ensure connectivity and coverage in such irregular terrains with varying nature of obstacles. The technique effectively detects occlusions and enables effective deployment. This edge computing approach involves real-time decision-making at the network edge (the sensor nodes) leading to a deterministic deployment of motes in diverse terrain conditions with various obstacles. The approach is compared with existing deployment techniques and the results validate its efficacy. To demonstrate the practicality of our approach, we have also implemented a deployment in real-world environmental conditions, validating our approach in challenging terrains.",JWE,2024,,23,8,,1127-1154,2,1,https://ieeexplore.ieee.org/document/10879109/
Ethereum Smart Contract Account Classification and Transaction Prediction Using the Graph Attention Network,Hankyeong Ko | Sangji Lee | 06gwon Seo,"Graduate School of Metaverse, Sogang University, Mapo-gu, South Korea | Data Science-Artificial Intelligence, Sogang University, Sepul, South Korea | Department of Computer Science and Engineering, Sogang University, Seoul, South Korea",Blockchain | decentralized application(Dapps) | Graph Attention Networks version 2 (GATv2),"This study explores the application of a Graph Attention Networks version 2 (GATv2) model in analyzing the Ethereum blockchain network, addressing the challenge posed by its inherent anonymity. We constructed a heterogeneous graph representation of the network to categorize contract accounts (CAs) into different decentralized application (DApp) categories, such as DeFi, gaming, and NFT markets, using transaction history data. Additionally, we developed a link prediction model to forecast transactions between externally owned accounts (EOAs) and CAs. Our results demonstrated the effectiveness of the heterogeneous graph model in improving node embedding expressiveness and enhancing transaction prediction accuracy. The study offers practical tools for analyzing DApp flows within the Web3 ecosystem, facilitating the automatic prediction of CA service categories and identifying active DApp usage. While currently focused on the Ethereum network, future research could expand to include layer 2 networks like Arbitrum One, Optimism, and Polygon, thereby broadening the scope of analysis in the evolving blockchain landscape.",JWE,2024,,23,5,,657-680,2,2,https://ieeexplore.ieee.org/document/10654715/
Enhancing Suggestion Detection in Online User Reviews through Integrated Information Retrieval and Deep Learning Approaches,Zahra Hadizadeh | Amin Nazari | Muharram Mansoorizadeh,"Computer Engineering Department, Bu-Ali Sina University, Iran | Computer Engineering Department, Bu-Ali Sina University, Iran | Computer Engineering Department, Bu-Ali Sina University, Iran",User generated content analysis | suggestion mining | information retrieval | information extraction | text mining | sentiment analysis | deep learning,"In the aftermath of the COVID-19 pandemic, using web platforms as a communication medium and decision-making tool in online commerce has become widely acknowledged. User-generated comments, reflecting positive and negative sentiments towards specific items, serve as invaluable indicators, offering recommendations for product and organizational improvements. Consequently, the extraction of suggestions from mined opinions can enhance the efficacy of companies and organizations in this domain. Prevailing research in suggestion mining predominantly employs rule-based methodologies and statistical classifiers, relying on manually identified features. However, a recent trend has emerged wherein researchers explore solutions grounded in deep learning tools and techniques. This study aims to employ information retrieval techniques for the automated identification of suggestions. To this end, various methodologies, including distance measurement approaches, multilayer perceptron neural networks, support vector machines, regression logistics, convolutional neural networks utilizing TF-IDF, Bag of Words (BOW), and Word2Vec vectors, along with keyword extraction, have been integrated. The proposed approach is assessed using the SemEval2019 dataset to extract suggestions from the textual content of online user reviews. The obtained results demonstrate a notable enhancement in the F1 score, reaching 0.76 compared to prior research. The experiments further suggest that information retrieval-based approaches exhibit promising potential for this specific task.",JWE,2024,,23,3,,431-463,2,1,https://ieeexplore.ieee.org/document/10547281/
Application of an Improved Convolutional Neural Network Algorithm in Text Classification,Jing Peng | Shuquan Huo,"School of Philosophy, Anhui University, Hefei, China | School of Philosophy and Public Management, Henan University, Kaifeng, China",Text classification | convolutional neural network | support vector machine | attention mechanism,"This paper proposes a text classification model based on a combination of a convolutional neural network (CNN) and a support vector machine (SVM) using Amazon review polarity, TREC, and Kaggle as experimental data. By adding an attention mechanism to simplify the parameters and using the classifier based on SVM to replace the Softmax layer, the extraction effect of feature words is improved and the problem of weak generalization ability of the CNN model is solved. Simulation experiments show that the proposed algorithm performs better in precision rate, recall rate, F1 value, and training time compared with CNN, RNN, BERT and term frequency-inverse document frequency (TF-IDF).",JWE,2024,,23,3,,315-339,2,2,https://ieeexplore.ieee.org/document/10547278/
"Leveraging the Synergy of IPv6, Generative AI, and Web Engineering to Create a Big Data-Driven Education Platform",Gao Yongli | Dong Qi | Chen Zhipeng,"Financial Office, Tangshan Normal University, Tangshan, China | Department of Computer Science, Tangshan Normal University, Tangshan, China | Department of Computer Science, Tangshan Normal University, Tangshan, China",Web engineering | IPv6 | generative AI | education informatization | big data platform,"The rapid advancement of network technology in China has significantly accelerated the implementation of information technology in higher education. Through the utilization of computer technology, multimedia technology, big data technology, artificial intelligence technology, and network communication technology, the integration of these technologies in university teaching has become widespread. This paper presents an analysis and discussion on the utilization of the latest IPv6 network transmission protocol technology to enhance the application of data collection in university education, with a specific focus on gathering information related to university faculties. By leveraging web engineering and multimedia technology as fundamental components, the network facilitates the sharing of educational resources among students, thereby enabling the reform of management approaches, fostering educational progress in China, and establishing a comprehensive big data-driven education platform specifically tailored to colleges and universities. Additionally, the incorporation of big data visualization and analysis tools allows for easy retrieval of existing university educational information, facilitates the creation of data charts, and expedites the utilization of data for its inherent value. Finally, the proposed approach employs generative AI to collect and analyze feedback from students and educators, followed by the application of web engineering techniques to continuously enhance the online education platform based on this feedback.",JWE,2024,,23,2,,197-226,2,7,https://ieeexplore.ieee.org/document/10504107/
Transformative Technologies in the Evaluation of a Vocational Education System,Yan06 Zhang | Xiaoyu Sun | Jiangde Yu,"ZhongShan Polytechnic, Zhongshan, China | ZhongShan Polytechnic, Zhongshan, China | ZhongShan Polytechnic, Zhongshan, China",Intelligent management framework | vocational college teachers | deep learning | generative language model,"The increasing demand for vocational education has necessitated the presence of highly skilled teachers. This study presents a novel framework for the effective management of vocational college instructors' professional development through the utilization of advanced technologies. The system utilizes deep learning technology to analyze many data points, including academic achievements, teaching experience, student comments, and professional activities, in order to assess the performance and potential of teachers. The system evaluates both the positive and negative aspects, offers customized training programs, and enhances the delivery of instruction through the utilization of a generative language model. The effectiveness of the system is supported by a case study, which demonstrates enhancements in talent management, professional development, teaching quality, and student happiness. This proposed solution aims to improve vocational education by empowering educators and transforming the processes of evaluation, support, and guidance throughout their professional trajectories.",JWE,2024,,23,2,,275-298,2,7,https://ieeexplore.ieee.org/document/10504111/
How Are Web APIs Versioned in Practice? A Large-Scale Empirical Study,Souhaila Serbout | Cesare Pautasso,"Software Institute (USI), Lugano, Switzerland | Software Institute (USI), Lugano, Switzerland",API | Web API | OpenAPI | empirical study | versioning,"Web APIs form the cornerstone of modern software ecosystems, facilitating seamless data exchange and service integration. Ensuring the compatibility and longevity of these APIs is paramount. This study delves into the intricate realm of API versioning practices, a crucial mechanism for managing API evolution. Exploring an expanded and diverse dataset of 603 293 APIs specifications created during the 2015-2023 timeframe and gathered from four different sources, we examined the adoption of the following versioning practices: Metadata-based, URL-based, Header-based and Dynamic versioning, with one or more versions in production. API developers use more than 50 different version identifier formats to encode information about the changes introduced with respect to the previous version (i.e., semantic versioning), about when the version was released (i.e., age versioning) and about which phase of the API development lifecycle the version belongs (i.e., stable vs. preview releases).",JWE,2024,,23,4,,465-506,2,2,https://ieeexplore.ieee.org/document/10634592/
Examining the Empirical Relationship Between Quality of Service (QoS) and Trust Mechanisms of Cloud Services,Pooja Goyal | Sukhvinder Singh Deora,"Department of Computer Science and Application, MD University, Rohtak, Haryana, India | Department of Computer Science and Application, MD University, Rohtak, Haryana, India",Cloud broker | MCDM | trust estimation | QoS | risk assessment | multi-tenancy | SMI,"Service selection has emerged as a prominent challenge due to the flourishing demand for computing services and the dynamic nature of its resources. The increasing demand for cloud services makes it challenging to choose a provider offering equal services and facilities at costs that match those of competing providers. Apart from educating customers in the process of choosing cloud services, trust mechanisms include user reviews, reputation systems, and certifications assist to boost consumers' confidence in cloud services. The service measurement index (SMI) offers a disciplined framework combining both functional and non-functional quality of service indicators concurrently, therefore easing decision-making. The main emphasis of the research is on the fundamental elements influencing the choice of cloud services in the present environment, the identification of extra characteristics of cloud services transcending SMI, and the identification of the most suitable approach for some services. By means of the measurement of customer enjoyment and experience, QoS traits provide some insight on the impact of trust mechanisms on service acceptance. Comparisons of SMI and QoS measurements before and after trust mechanism deployment provide insightful analysis. Empirical research guides these comparisons. This study aims to clarify the interactions among QoS, trust mechanisms, and cloud service adoption as well as highlight the implications these elements have for customers and service providers. Furthermore, presented in this paper is an algorithm using a comprehensive method to trust estimation in order to ascertain the degree of confidence worthiness of certain people.",JWE,2024,,23,7,,913-971,2,0,https://ieeexplore.ieee.org/document/10815700/
Semantically Enriched Keyword Prefetching Based on Usage and Domain Knowledge,Sonia Setia | Jyoti | Neelam Duhan | Aman Anand | Nikita Verma,"Department of Computer Science and Engineering, SET, Sharda University, Greater Noida, Uttar Pradesh, India | Faculty of Computer Science, J. C. Bose University of Science and Technology, YMCA, Faridabad, India | Faculty of Computer Science, J. C. Bose University of Science and Technology, YMCA, Faridabad, India | ITS Engineering College, Greater Noida, Uttar Pradesh, India | Greater Noida Institute of Technology, Engineering Institute, Greater Noida, Uttar Pradesh, India",Semantic prediction | web usage mining (WUM) | web content mining (WCM) | domain knowledge | usage data | access logs,"In intelligent web systems [2], web prefetching [27] plays a crucial role. In order to make accurate predictions for web prefetching, it is important but challenging to uncover valuable information from web use statistics [16]. Using statistics and domain expertise, this study presents a new approach dubbed SPUDK for efficient prefetching. In this paper, it is shown how web access logs can be used efficiently for browsing prediction. Our main focus is on the technique needed to manage the queries found in web access logs so that valuable information can be attained. We further process these access logs using a taxonomy and a thesaurus, WordNet, to find the semantics of queries. SPUDK, a system that organises use data into semantic clusters, is one example of this approach. Our contributions in this paper are as follows: (1) A technique to exploit query keywords from access logs. (2) An approach to enrich queries with semantic information. (3) A new similarity measure for finding similarity among URLs present in access logs. (4) A novel clustering technique to find semantic clusters of URLs. (5) Experimental evaluation of the proposed system. The proposed SPUDK system is evaluated using American Online (AOL) logs, which gives improvement of 39% in precision of prediction, 35% in hit ratio and reduction of 50.6% in latency on average as compared to other prediction techniques in the literature.",JWE,2024,,23,3,,341-375,2,1,https://ieeexplore.ieee.org/document/10547277/
A Hypersensitive Intelligent Filter for Detecting Explicit Content in Learning Environments,Yong Yu | Xiaoguo Yin,"Henan Institute of Economics and Trade, Zhengzhou, Henan, China | Henan Institute of Economics and Trade, Zhengzhou, Henan, China",Deep learning | fuzzy logic | GPT-3 | learning environments | explicit content | intelligent filter,"In today's digital age, educational institutions aim to ensure safe learning environments in the light of pervasive explicit and inappropriate content. This study proposes an innovative approach to enhance safety by integrating convolutional neural networks (CNNs) for visual analysis with an intuitionistic fuzzy logic (IFL) filter for explicit content identification. Additionally, it utilizes GPT-3 to generate contextual warnings for users. A large-scale dataset comprising explicit and educational materials is used to evaluate the system. The results show that this hypersensitive filter has high accuracy performance, particularly in handling ambiguous or borderline content. The proposed approach provides an advanced solution to tackle the challenges of detecting explicit content and promotes safer learning environments by show-casing the potential of combining generative AI techniques across various domains.",JWE,2024,,23,1,,89-110,2,0,https://ieeexplore.ieee.org/document/10488433/
A Study on Estimating Theme Park Attendance Using the AdaBoost Algorithm Based on Weather Information from the Korea Meteorological Administration Web,Jinkook Kim | Soohyun Kim,"Korea Institute of Sport Science, South Korea | Dept. of Sport and Healthcare, Namseoul University, South Korea",Machine learning | AdaBoost | theme park | prediction of admission number,"The purpose of this study is to propose an efficient machine learning model based on five years of data for Seoul Grand Park in Republic of Korea, depending on the weather and day characteristics, and to increase its effectiveness as a strategic foundation for national theme park management and marketing. To this end, the AdaBoost model, which reflects the characteristics of the weather and the day of the week, was recently compared with the actual number of visitors and the predicted number of visitors to analyze the accuracy. The analysis showed 30 days of abnormal cases, and the overall annual distribution was found to show similar patterns. Abnormal cases required details of wind speed, average relative humidity, and fine dust concentration for weather information, and it was derived that more accurate predictions would be possible considering variables such as group visitors, new events, and unofficial holidays.",JWE,2024,,23,6,,869-884,2,0,https://ieeexplore.ieee.org/document/10747165/
Code Smell-Guided Prompting for LLM-Based Defect Prediction in Ansible Scripts,Hyunsun Hong | Sungu Lee | Duksan Ryu | Jongmoon Baik,"Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea | Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea | Jeonbuk National University, Jeonju, Republic of Korea | Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea",Edge-cloud | Ansible | large language models | software defect prediction,"Ensuring the reliability of infrastructure as code (IaC) scripts, like those written in Ansible, is vital for maintaining the performance and security of edge-cloud systems. However, the scale and complexity of these scripts make exhaustive testing impractical. To address this, we propose a large language model (LLM)-based software defect prediction (SDP) approach that uses code-smell-guided prompting (CSP). In some cases, CSP enhances LLM performance in defect prediction by embedding specific code smell indicators directly into the prompts. We explore various prompting strategies, including zero-shot, one-shot, and chain of thought CSP (CoT-CSP), to evaluate how code smell information can improve defect detection. Unlike traditional prompting, CSP uniquely leverages code context to guide LLMs in identifying defect-prone code segments. Experimental results reveal that while zero-shot prompting achieves high baseline performance, CSP variants provide nuanced insights into the role of code smells in improving SDP. This study represents exploration of LLMs for defect prediction in Ansible scripts, offering a new perspective on enhancing software quality in edge-cloud deployments.",JWE,2024,,23,8,,1107-1126,2,0,https://ieeexplore.ieee.org/document/10879172/
A Data Alignment Method for Network Packet Capture Based on DBSCAN,Jiarui Lu | Qinggang Su,"School of Electronic Information, Shanghai Dianji University, Shanghai, China | School of Electronic Information, Shanghai Dianji University, Shanghai, China",DBSCAN | data alignment | network quality detection,"This paper investigates the issues of packet alignment and consistency among PLC devices based on industrial network environments, aiming to ensure the integrity and accuracy of packets from sender to receiver. To achieve this goal, we propose an anomaly detection method that combines the DBSCAN clustering algorithm with the 3-sigma principle to identify and handle abnormal packets that may occur during transmission. By comparing the data between the sending and receiving ends, and analyzing based on timestamps and data content, we validate the alignment of packets in the network environment. Experimental results demonstrate that the proposed method effectively detects and corrects packet loss or delay jitter, thereby enhancing the reliability of communication between PLC devices and the consistency of data transmission. The scheme presented in this paper enables quicker and more precise identification of packet loss and delays, adapting well to various network load conditions. Further experimental analysis indicates that this method excels in reducing both false positive and false negative rates, and it exhibits good scalability, making it applicable to data alignment and consistency verification in other industrial automation scenarios. Ultimately, this novel solution provides stability and accuracy for data transmission among devices in a network environment.",JWE,2024,,23,7,,1003-1023,2,0,https://ieeexplore.ieee.org/document/10815714/
An Effective Scheme to Accelerate NeRF for Web Applications Using Hash-Based Caching and Precomputed Features,OkHwan Bae | Chung-Pyo Hong,"Division of Computer Engineering, Hoseo University, Republic of Korea | Division of Computer Engineering, Hoseo University, Republic of Korea",Neural radiance field | multiresolution hash encoding | 3D reconstruction | cache,"In recent years, 3D reconstruction and rendering technologies have become increasingly important in various web-based applications within the field of web technology. In particular, with the emergence of technologies such as WebGL and WebGPU, which enable real-time 3D content rendering in web browsers, immersive experiences and interactions on the web have been significantly enhanced. These technologies are widely used in applications such as 3D visualization of virtual products or 3D exploration of building interiors on real estate websites. Through these advancements, users can experience 3D content directly in their browsers without the need to install additional software, greatly expanding the possibilities of the web. Amidst this trend, the neural radiance field (NeRF) has garnered attention as a cutting-edge technology that improves the accuracy of 3D reconstruction and rendering. NeRF is a technique widely used in computer vision and graphics for reconstructing 3D spaces from 2D images taken from multiple viewpoints. By predicting the color and density of each pixel, NeRF captures the complex 3D structure and optical properties of a scene, enabling highly accurate 3D reconstructions. However, NeRF's primary limitation is the time-consuming nature of both the training and inference processes. Research efforts to address this issue have focused on two key areas: optimizing network architectures and training procedures to accelerate scene learning, and improving inference speed for faster rendering. While progress has been made in enhancing training speed, challenges remain in improving the inference process. To address these limitations, we propose a two-step approach to significantly improve NeRF's performance. First, we optimize the training phase through a multi-resolution hash encoding technique, reducing the computational complexity and speeding up the learning process. Second, we accelerate the inference phase by caching the input data of the NeRF MLP, which allows for faster rendering without sacrificing quality. Our experimental results demonstrate that this approach reduces training time by 68.42% and increases inference speed by 98.18%.",JWE,2024,,23,7,,1041-1056,2,0,https://ieeexplore.ieee.org/document/10815716/
Risk Score Computation for Android Mobile Applications Using the Twin k-NN Approach,Mahmood Deypir | Toktam Zoughi,"Faculty of Computer Engineering, Shahid Sattari Aeronautical University of Science and Technology, Tehran, Iran | Department of Electrical and Computer Engineering, Shariaty College, Technical and Vocational University (TVU), Tehran, Iran",Malware detection | twin $k-NN$ | realistic risk estimation | security risk,"The Android operating system has a dominant market for use within a wide range of devices. Along with the widespread growth of the use of the Android system and the development of a huge number of apps for this operating system, new malicious apps are released daily by adversaries, which are difficult to identify and deal with. This is due to them using sophisticated techniques and strikes. Although there are a diverse range of classification models and risk estimation metrics for identifying malware in this operating system, there is still a requirement for more effective approaches in this context. In this paper, we present a new algorithm to calculate the security risk score of Android apps, which can be used to identify malicious apps from benign ones. This algorithm uses a novel technique named twin $k$-nearest neighbor. In this technique, to estimate the security risk of an unknown app, its nearest neighbors to malicious apps and its nearest neighbors to normal apps are computed separately using an appropriate distance formula. Then, the security risk of the input app can be computed using a simple formulation. In this formulation, the average distances of both $k$-nearest malicious apps and $k$-nearest non-malicious apps to the input app are used. In this way, the proposed method can calculate a high security risk for malware and a lower security risk for goodware. Experimental evaluations on real datasets show that the proposed algorithm has better performance over the previously proposed ones in terms of detection rate, precision, recall, and f1-score.",JWE,2024,,23,4,,535-559,2,0,https://ieeexplore.ieee.org/document/10634593/
Software Practice and Experience on Smart Mobility Digital Twin in Transportation and Automotive Industry: Toward SDV-Empowered Digital Twin Through EV Edge-Cloud and AutoML,Jonggu Kang,"School of AI Convergence, Sungshin Women's University, Seoul, Republic of Korea",digital twin | internet of things | mobility | connected vehicle | software-defined vehicle | electric vehicle | smart city | transportation | automotive | edge cloud,"A digital twin is a virtual representation of a physical asset that serves as a pivotal convergence technology that facilitates real-time prediction, optimization, monitoring, control, and improved decision-making. It can be widely applied to various domains, such as automotive, manufacturing, logistics, and smart cities. The automotive industry, in particular, is actively integrating digital twins throughout the product life cycle, from research and development, production, sales, and services to enhance the overall customer experience. This paper presents insights and lessons learned on software practice and experience related to implementing smart mobility digital twins, focusing on the potential of transportation digital twins built from data collected by electric vehicles (EVs) with EV edge cloud and automated machine learning (AutoML). Despite current limitations in data sufficiency, we forecast that, as the SDV trend accelerates and the adoption of EVs increases, the digital twin will become essential for the intelligent transportation system (ITS) in future smart cities, enabling accurate traffic predictions even in areas with limited road infrastructure. The successful integration of real-time data, high-performance prediction models, and automated service environments will enhance the effectiveness toward an SDV edge-empowered transportation digital twin.",JWE,2024,,23,8,,1155-1180,2,0,https://ieeexplore.ieee.org/document/10879108/
The Future of Digital Authentication: Blockchain-Driven Decentralized Authentication in Web 3.0,06gwon Seo,"Department of Computer Science and Engineering, Sogang University, Seoul, South Korea",Blockchain | Web 3.0 | Web 3.0 authentication | smart contract,"This paper presents an innovative Web 3.0 authentication technique, designed for a user-centric internet environment. Addressing the rising demand for authentication techniques suitable for Web 3.0, it defines the essential features of such systems and introduces a new approach using smart contracts. This approach utilizes mother and child tokens in con06ction with the lock smart contract to ensure secure authentication. The approach is thoroughly tested against various security threats, including man-in-the-middle, replay, and brute-force attacks, and its practicality is evaluated on Ethereum-based networks.",JWE,2024,,23,5,,611-636,2,2,https://ieeexplore.ieee.org/document/10654714/
SPARQL Optimization Using Re-ordering Joining Patterns with Surrogate Key Concept and Subset Patterns,Rupal Gupta | Sanjay Kumar Malik,"USIC&T, Guru Gobind Singh Indraprastha University, Delhi, India | USIC&T, Guru Gobind Singh Indraprastha University, Delhi, India",SPARQL | RDF | optimization | indexing | reordering | metaheuristics | triple patterns,"Semantic web data resides on the web in the form of knowledge graphs known as RDF graphs and searching around the web has been always a crucial task. For the data retrieval of RDF data of the semantic web, SPARQL query language has been used which in turn is based on triple patterns and joins. Optimization of SPARQL query has been a problematic concern for decades due to the large amount of triple patterns associated with RDF data. Although several researchers have put a lot of effort into the optimization of SPARQL query, it is difficult to understand the concept from scratch due to its diversified nature. This paper analyses various optimization techniques for the SPARQL query used with the semantic web to process knowledge graphs. These techniques include join-based, heuristic-based, rule-based, and indexing-based approaches for optimization. This paper will help researchers in this domain to easily get into the core concept of SPARQL execution along with various optimization approaches used for query processing, which can help in various other domains like linked open data and information retrieval. In this paper, an optimization algorithm HSOA (hybrid SPARQL optimization algorithm) has been proposed, which comprises the features of index-based, cost-based, and triple reordering-based optimization approaches. The proposed hybrid algorithm has been designed specifically for n-triple RDF data, which comprises subset patterns, and surrogate key concepts. The results produced by the proposed algorithm are encouraging and have also been tested and compared with the benchmark dataset and SPARQL queries like LUBM, BSBM, and SP2Bench.",JWE,2024,,23,3,,393-430,2,0,https://ieeexplore.ieee.org/document/10547280/
User Authentication Techniques Using a Dynamic SoulBound Token,Yunjae Joo | 06gwon Seo,"Department of Computer Science and Engineering, Sogang University, Seoul, South Korea | Department of Computer Science and Engineering, Sogang University, Seoul, South Korea",Dynamic SoulBound Token | decentralized authentication | oracle problem | Web 3.0 authentication,"This paper introduces a user authentication technique that utilizes a dynamic SoulBound Token (SBT) to tackle challenges associated with the oracle problem in decentralized environments. The approach uses dual smart contracts - local and global - along with blockchain tokens, removing the need for intermediary verification processes. The proposed method improves security by allowing users direct control over their authentication data, thus mitigating risks associated with centralized authorities and man-in-the-middle attacks. The feasibility and efficacy of this approach are demonstrated through a location-based prototype, indicating significant potential for application in Web 3.0 ecosystems. This paper also provides a comprehensive security analysis, underscoring the robustness of the proposed system against cyber threats.",JWE,2024,,23,5,,717-733,2,0,https://ieeexplore.ieee.org/document/10654716/
