title,authors,affiliations,keywords,abstract,venue,year,pages,length,citations,url
The Rise of Disappearing Frameworks in Web Development,"Juho Vepsäläinen, Arto Hellas & Petri Vuorimaa","Aalto University, Espoo, Finland",web; web development; multi-page applications; JavaScript; front-end frameworks; single-page applications; islands architecture; disappearing frameworks; Astro; Marko.js; Qwik,"The evolution of the web can be characterized as an emergence of frameworks paving the way from static websites to dynamic web applications. As the scope of web applications has grown, new technical challenges have emerged, leading to the need for new solutions. The latest of these developments is the rise of so-called disappearing web frameworks that question the axioms of earlier generations of web frameworks, providing benefits of the early web and simple static sites.",International Conference on Web Engineering,2023,319-326,8,17,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_23
Topio: An Open-Source Web Platform for Trading Geospatial Data,"Andra Ionescu, Kyriakos Psarakis & Asterios Katsifodimos; Kostas Patroumpas, Georgios Chatzigeorgakidis, Dimitrios Skoutas & Spiros Athanasiou; Diego Collarana; Kai Barenscher","Fraunhofer IAIS, Sankt Augustin, Germany; Delft University of Technology, Delft, The Netherlands; WIGeoGIS, Vienna, Austria; Athena Research Center, Athens, Greece",Web platform; Data trading; Data marketplace; Open-source,"The increasing need for data trading across businesses nowadays has created a demand for data marketplaces. However, despite the intentions of both data providers and consumers, today’s data marketplaces remain mere data catalogs. We believe that marketplaces of the future require a set of value-added services, such as advanced search and discovery, that have been proposed in the database research community for years, but are not yet put to practice. With this paper, we report on the effort to engineer and develop an open-source modular data market platform to enable both entrepreneurs and researchers to setup and experiment with data marketplaces. To this end, we implemented and extended existing methods for data profiling, dataset search & discovery, and data recommendation. These methods are available as open-source libraries. In this paper we report on how those tools were assembled together to build topio.market, a real-world web platform for trading geospatial data, that is currently in a beta phase.",International Conference on Web Engineering,2023,336-351,16,1,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_25
An Empirical Study of Web API Versioning Practices,Souhaila Serbout & Cesare Pautasso,"Software Institute (USI), Lugano, Switzerland",API; Web API; OpenAPI; Empirical Study; Versioning,"As Web APIs evolve, developers assign them version identifiers to reflect the amount and the nature of changes that the API clients should expect. In this work we focus on identifying versioning practices adopted by Web API developers by extracting and classifying version identifiers found in a large collection of OpenAPI descriptions. In particular, we observe how frequently different versioning schemes have been adopted for identifying both stable and preview releases (e.g., simple version counters, semantic versioning, or release timestamps). We further study the stability of versioning schemes during APIs evolution. We also detect APIs which offer dynamic access to versioning metadata through dedicated endpoints as well as APIs which support clients expecting to reach up to 14 different versions of the same API at the same time. Overall the results offer a detailed view over current Web API versioning practices and can serve as the basis for future discussions on how to standardize critical API versioning metadata.",International Conference on Web Engineering,2023,303-318,16,13,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_22
Choose your Preferred Life Cycle and SofIA will do the Rest,"María-José Escalona, Julían García-García & Nora Parcus de Koch; Laura García-Borgoñon & Guillermo López-Nicolás","Universidad de Sevilla, Seville, Spain; Instituto Tecnológico de Aragón, Zaragoza, Spain",Requirements modeling; Mockups; Early testing; Model verification; Bidirectional traceability,"The importance of requirements engineering for software quality is well-understood in industry. It is also clear that requirements engineers need tools that do not prescribe only one type of development process. This paper presents an overview of SofIA, a CASE tool that provides maximum flexibility when modeling functionality, data or prototypes because it can use any given model to generate other models. SofIA is built on the experience acquired from having used the previous NDT-Suite in industrial projects for more than two decades. It achieves its objectives by supporting bidirectional transformations and guaranteeing traceability between all models. Initial evaluations performed in the academic environment have shown that students require less training and feel more comfortable when following their own modeling process.",International Conference on Web Engineering,2023,359-362,4,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_27
SLA4OAI-Analyzer: Automated Validation of RESTful API Pricing Plans,"Rafael Fresno-Aranda, Pablo Fernández & Antonio Ruiz-Cortés","SCORE Lab, I3US Institute, Universidad de Sevilla, Seville, Spain",Automation; Validity; REST; API; Pricing,"Nowadays, public web APIs are considered as business assets by many organizations. They provide data and functionality which other developers can integrate within their own services. These APIs are commercialized through pricings, which include a series of plans. Each plan contains features and limitations, coupled with a price. Developers who wish to use the API need to choose which plan better suits their needs. The formal description of pricings is not standardized, which hinders the ability to automate their analysis. The SLA4OAI specification aims to provide an extension for OpenAPI that allows pricings to be described. This specification paves the way for an ecosystem of tools that leverage the information of a pricing.",International Conference on Web Engineering,2023,363-366,4,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_28
Enhancing Web Applications with Dynamic Code Migration Capabilities,"Sebastian Heil, Jan-Ingo Haas & Martin Gaedke","Technische Universität Chemnitz, Chemnitz, Germany",Web Infrastructure; Software Architecture; Code Mobility; WebAssembly; WebSockets,"Dynamic migration of code between client and server of a web application allows to balance the needs of users for smooth and responsive user interactions with the interests of software providers to reduce costs and use resources efficiently. The ability to change the execution location of parts of the application logic at runtime means that depending on client capabilities, network speed and the current load of client and server, the code distribution can be optimized. In this demonstration, we showcase dynamic code migration for a sample e-commerce web application. The demonstrator is designed according to our novel DCM architecture and uses its infrastructure to automate compilation of code fragments and manage the migration at runtime, leveraging standardized Web technologies like WebAssembly and WebSockets. Demo participants will be able to interactively control the distribution of code fragments via a control user interface in the browser and interact with the e-commerce web application which was extended so that execution locations of application logic can be observed life. This demo provides a running prototypical implementation of the DCM architecture and aims at inspiring discussions about new possibilities for the Web platform from the widespread support of WebAssembly in all major browsers.",International Conference on Web Engineering,2023,371-375,5,2,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_30
HYAS: Hybrid Autoscaler Agent for Apache Flink,Alexandros Nikolaos Zafeirakopoulos & Euripides G. M. Petrakis,"School of Electrical and Computer Engineering, Technical University of Crete (TUC), Chania, Crete, Greece",Stream Processing; Autoscaling; Kubernetes; Apache Flink,"Apache Flink is a distributed processing engine for stateful computations over unbounded and bounded data streams. Despite its versatility, Apache Flink cannot automatically and optimally adjust its computing resources to match the requirements of the incoming workload. HYAS agent monitors and models Flink’s responsiveness based on changes in operator idleness, backpressure and input record lag. The decision process instructs Flink to adjust its parallelism to keep up with the workload. The performance of HYAS has been assessed experimentally on an Apache Flink deployment on Kubernetes on the Google Cloud Platform using synthetic and real-life workloads. HYAS successfully maintains application performance and provides a better performance-to-cost ratio than existing methods.",International Conference on Web Engineering,2023,34-48,15,3,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_3
Macaroni: Crawling and Enriching Metadata from Public Model Zoos,"Ziyu Li, Henk Kant, Rihan Hai, Asterios Katsifodimos & Alessandro Bozzon","Delft University of Technology, Delft, The Netherlands",Machine Learning; Model Zoo; Metadata Representation,"Machine learning (ML) researchers and practitioners are building repositories of pre-trained models, called model zoos. These model zoos contain metadata that detail various properties of the ML models and datasets, which are useful for reporting, auditing, reproducibility, and interpretability. Unfortunately, the existing metadata representations come with limited expressivity and lack of standardization. Meanwhile, an interoperable method to store and query model zoo metadata is missing. These two gaps hinder model search, reuse, comparison, and composition. In this demo paper, we advocate for standardized ML model metadata representation, proposing Macaroni, a metadata search engine with toolkits that support practitioners to obtain and enrich that metadata.",International Conference on Web Engineering,2023,376-380,5,5,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_31
Quantum Web Services Orchestration and Management Using DevOps Techniques,"Jaime Alvarado-Valiente, Javier Romero-Álvarez & José García-Alonso; Enrique Moguel","CénitS–COMPUTAEX (Extremadura Supercomputing, Technological Innovation and Research Center), Carretera Nacional 521, Km 41.8, 10071, Cáceres, Spain; University of Extremadura, Escuela Politécnica, Quercus Software Engineering Group, Av. de la Universidad, S/N, 10003, Cáceres, Spain",Quantum computing; Quantum web services; Quantum software; DevOps,"Quantum computing is a new approach to computing based on quantum mechanics. It holds great promise for solving problems that classical computers cannot reach in a reasonable time, up to the point that it is already attracting the interest of the scientific and industrial communities. As quantum technology continues to advance and quantum computers become more prevalent, the need for hybrid systems that can integrate quantum software with classical information systems is becoming increasingly pressing. One of the most promising solutions for this integration is web engineering, which provides artifacts that are already well consolidated in classical computing and that can be integrated into quantum systems. Therefore, web engineering can provide a leap forward in the advancement of quantum computing. This thesis aims to design an orchestration method to coordinate and integrate quantum services into classic software systems and propose DevOps techniques for managing the life cycle of these systems.",International Conference on Web Engineering,2023,389-394,6,6,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_33
Towards a Model-Driven Development of Environmental-Aware Web Augmenters Based on Open Data,"Paula González-Martínez, César González-Mora, Irene Garrigós & Jose-Norberto Mazón; José M. Cecilia","Department of Computing Engineering (DISCA), Universitat Politècnica de València, València, Spain; Department of Software and Computing Systems (DLSI), Universidad de Alicante, Alicante, Spain",Web Augmentation; Open data; Environment; Sustainable Development Goals; Model-driven development,"In order to achieve the SDGs (Sustainable Development Goals), society must be able to consume open data to be aware of environmental situations. However, the existence of many related heterogeneous open data sets hampers citizens to use them to rise environmental awareness. In order to overcome this scenario, in this paper, we introduce a model-driven approach to automatically generate Web Augmenters that (i) homogeneously access environmental open data, and (ii) visualize this data while users are surfing the Web. In order to show the feasibility of our approach a case study is defined, based on generating a Web Augmenter that uses open data and Wikipedia related to “Mar Menor” coastal lagoon; a highly anthropized ecosystem located in South-East Spain.",International Conference on Web Engineering,2023,367-370,4,1,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_29
Learning-Based Quality of Experience Prediction for Selecting Web of Things Services in Public Spaces,KyeongDeok Baek & In-Young Ko,"School of Computing, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea",Public WoT service selection; Learning-based QoE prediction; Attention-based multi-agent reinforcement learning,"In the age of the Web of Things (WoT), an increasing number of WoT devices will be deployed over public spaces and provide various services to users. Therefore, discovering and selecting public WoT services by predicting the expected Quality of Experience (QoE) become critical to satisfying users. However, because of the uncertain and dynamic nature of public WoT environments, accurately predicting and continuously maintaining the QoE of the services is challenging. We investigated the limitations of the traditional model-based QoE prediction in WoT environments and the potential of the learning-based approaches to deal with the challenges. In this work, we propose a distributed algorithm powered by learning-based QoE prediction for selecting public WoT services. Service agents predict the long-term QoE for the corresponding service based on attention mechanism and multi-agent reinforcement learning. Service agents learn the influence of hard-to-observe influencing factors in the environment, such as physical obstacles and interference from other services.",International Conference on Web Engineering,2023,401-406,6,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_35
A Practical Introduction for Developing and Operating Hybrid Quantum Applications,"Martin Beisel, Marie Salm & Benjamin Weder; Felix Gemeinhardt","Institute of Architecture of Application Systems, University of Stuttgart, Stuttgart, Germany; Johannes Kepler University Linz, Linz, Austria",Quantum Computing; Quantum Software Engineering; Hybrid Quantum Applications; SoC; Workflow Technology,"With the increasing number of quantum computers available via the cloud, the research area of quantum software engineering is emerging. Its goal is the investigation of concepts and guidelines to develop and operate hybrid quantum applications, ensuring engineering principles such as modularity, reuse, and maintainability. In this tutorial, we provide an overview of state-of-the-art concepts and techniques in quantum computing, as well as quantum software engineering. It includes an introduction of selected essential quantum algorithms, limitations of current quantum computers, and a lifecycle for hybrid quantum applications. Furthermore, we show how the service-oriented development of hybrid quantum applications increases their modularity and reusability. Finally, we demonstrate the orchestration of the required classical and quantum programs using workflows and their automated deployment.",International Conference on Web Engineering,2023,409-412,4,3,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_36
WS3H: Webified Self-Sovereign Smart Home,"Valentin Siegert, Clemens Albrecht, Mahda Noura & Martin Gaedke","Distributed and Self-organizing Systems, Chemnitz University of Technology, Chemnitz, Germany",Self-Sovereign Identity; Smart Home; Web of Things,"The Web of Things (WoT) concept proposes to integrate the existing Web ecosystem with Things to provide an interoperable infrastructure which goes beyond basic network connectivity. Existing approaches unify the process to integrate the devices into the Web by automatically generating Web APIs based on semantic device descriptions. However, they are either limited to specific protocols or do not address transport security and authorization. In this paper, we demonstrate our approach on a Webified Self-Sovereign Smart Home that uses self-sovereign identity to establish transport security and authorization in a webified smart home. Our solution provides end user support with easy deployment and addresses the local scope of a smart home due to its self-sovereignty.",International Conference on Web Engineering,2023,381-385,5,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_32
Using Emotions and Topics to Understand Online Misinformation,"Yuwei Chuai, Arianna Rossi & Gabriele Lenzini","SnT, University of Luxembourg, Luxembourg, Luxembourg",Misinformation; Social Networks; Emotions; Topics; Echo Chambers,"Misinformation has become one of the most pressing social issues in the twenty-first century. How the combinations of emotions and topics trigger the spread of misinformation, however, still remains to be revealed. This study comprehensively examines misinformation and its diffusion by correlating emotions and topics. First, we examine how specific emotions and topics are combined in misinformation. Second, we identify the effects of emotions and topics on the virality of misinformation. Finally, we further explore how to employ users’ topic preferences and emotion reactions to detect and analyze echo chambers in misinformation cascades. The findings can help construct a detailed and consistent understanding on misinformation diffusion in terms of emotions and topics. Potential practical implications are also provided to prevent the spread of misinformation online.",International Conference on Web Engineering,2023,395-400,6,2,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_34
Quantum Web Services: Development and Deployment,"Javier Romero-Álvarez, Jaime Alvarado-Valiente & Jose Garcia-Alonso; Enrique Moguel","CénitS-COMPUTAEX (Extremadura Supercomputing, Technological Innovation and Research Center), Carretera Nacional 521, Km 41.8, 10071, Cáceres, Spain; University of Extremadura, Escuela Politécnica, Quercus Software Engineering Group, Av. de la Universidad, S/N, 10003, Cáceres, Spain",Quantum computing; Quantum web services; Quantum programming; OpenAPI,"Quantum computing has gained attention from the scientific community and industry, resulting in the development of increasingly powerful quantum computers and supporting technology. Major computer companies have created functional quantum computers, programming languages, and simulators that can be used by developers. This infrastructure is available through the cloud, similar to Infrastructure as a Service. However, utilizing these computers requires a deep understanding of quantum programming and hardware, which is different from traditional cloud computing. To enable a coexistence between quantum and classical computing, we believe that a transition period is necessary. One solution for coexistence is through web services. This tutorial will provide an overview of how quantum algorithms can be converted into web services, and how they can be deployed using the Amazon Braket platform for quantum computing and invoked through classical web service endpoints. Finally, we will propose a process for creating and deploying quantum services using an extension of OpenAPI and GitHub Actions. This extension allows developers to use the same methodology that they are used to for classical services.",International Conference on Web Engineering,2023,421-423,3,10,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_39
Developing Distributed WoT Applications for the Cloud-to-thing Continuum,Sergio Laso; Javier Berrocal,"Global Process and Product Improvement S.L., Calle Las Ocas 2, Cáceres, 10004, Spain; Escuela Politécnica, Quercus Software Engineering Group, University of Extremadura, Avda. de la Universidad s/n, Cáceres, 10003, Spain",Cloud-to-thing continuum; End devices; WoT applications; Internet of Things,"The great popularity and acceptance of smart devices have encouraged the development of applications focused on the Internet of Things (IoT) and Web of Things (WoT) paradigms. These applications are normally based on cloud-centric architectures. However, the increasing amount of information exchanged and the need of IoT devices capable of adapting on real-time their behavior to the user context pose a challenge to these architectural assumptions. Recently, paradigms such as Fog, Edge, and Mist computing have been proposed along the Cloud-to-thing continuum to exploit the computational and storage capabilities of end devices (IoT devices, smartphones, etc.) in order to distribute some tasks on them, reducing the overhead both in the cloud and in the network, and increasing the response time. Currently, the implementation of these paradigms requires developers to be qualified and trained to create ad-hoc systems, as there is a lack of standards and tools to facilitate the development of these highly distributed applications. This tutorial delves into the deployment of WoT applications along the Cloud-to-thing continuum. It presents a framework based on existing standards to shorten the learning curve, the development time, and improve the software quality.",International Conference on Web Engineering,2023,418-420,3,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_38
Automated Web GUI Generation from High-Level Interaction Design with Discourse Models,Hermann Kaindl,"TU Wien, Vienna, Austria",Interaction design; Discourse models; Task models; Automated Web GUI generation; Customization; Low-vision accessibility of Web-pages,"Interaction design is considered important for achieving usable Web user interfaces. Communicative acts as abstractions from speech acts can model basic building blocks (‘atoms’) of communication, like a question or an answer. When, e.g., a question and an answer are glued together as a so-called adjacency pair, a simple ‘molecule’ of a dialogue is modeled. Deliberately complex discourse structures can be modeled using relations from Rhetorical Structure Theory (RST). The content of a communicative act can refer to ontologies of the domain of discourse. Taking all this together, we created a new discourse metamodel that specifies what discourse models may look like. Such discourse models can specify an interaction design. Since manual creation of user interfaces is hard and expensive, automated generation may become more and more important. This tutorial also demonstrates how such an interaction design can be used for automated Web GUI generation. This is based on model-transformation rules according to the model-driven architecture. Based on AI optimization techniques, the graphical user interfaces (GUIs) are automatically tailored to a device such as a smartphone according to a given device specification. Since the usability of fully-automatically generated GUIs is still not satisfactory, unique customization techniques are employed as well. We also address low-vision accessibility of Web-pages, by combining automated design-time generation of Web-pages with responsive design for improving accessibility.",International Conference on Web Engineering,2023,413-417,5,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_37
LiquidAI: Towards an Isomorphic AI/ML System Architecture for the Cloud-Edge Continuum,Kari Systä & Antero Taivalsaari; Cesare Pautasso; Antero Taivalsaari; Tommi Mikkonen,"USI, Lugano, Switzerland; Nokia Bell Labs, Tampere, Finland; Tampere University, Tampere, Finland; University of Jyväskylä, Jyväskylä, Finland",Isomorphic Software; Software Architecture; Internet of Things; IoT; Web of Things; WoT; Artificial Intelligence; AI; Machine Learning; ML; Software Deployment; Deployment in the Large; Programmable World,"A typical Internet of Things (IoT) system consists of a large number of different subsystems and devices, including sensors and actuators, gateways that connect them to the Internet, cloud services, end-user applications and analytics. Today, these subsystems are implemented with a broad variety of programming technologies and tools, making it difficult to migrate functionality from one subsystem to another. In our earlier papers, we have predicted the rise of isomorphic IoT system architectures in which all the subsystems can be developed with a consistent set of technologies. In this paper we expand the same research theme to machine learning technologies, highlighting the need to use ML in a consistent and uniform fashion across the entire Cloud-Edge continuum.",International Conference on Web Engineering,2023,67-74,8,6,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_5
Optimizing ML Inference Queries Under Constraints,"Ziyu Li, Mariette Schönfeld, Wenbo Sun, Rihan Hai, Alessandro Bozzon & Asterios Katsifodimos; Marios Fragkoulis","TU Delft, Delft, The Netherlands; Delivery Hero SE, Berlin, Germany",Machine learning inference query; Constrained-based query optimization; Predicate ordering,"The proliferation of pre-trained ML models in public Web-based model zoos facilitates the engineering of ML pipelines to address complex inference queries over datasets and streams of unstructured content. Constructing optimal plan for a query is hard, especially when constraints (e.g. accuracy or execution time) must be taken into consideration, and the complexity of the inference query increases. To address this issue, we propose a method for optimizing ML inference queries that selects the most suitable ML models to use, as well as the order in which those models are executed. We formally define the constraint-based ML inference query optimization problem, formulate it as a Mixed Integer Programming (MIP) problem, and develop an optimizer that maximizes accuracy given constraints. This optimizer is capable of navigating a large search space to identify optimal query plans on various model zoos.",International Conference on Web Engineering,2023,51-66,16,4,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_4
WebAssembly in IoT: Beyond Toy Examples,"Pyry Kotilainen, Viljami Järvinen, Juho Tarkkanen, Teemu Autto, Teerath Das, Muhammad Waseem & Tommi Mikkonen","University of Jyväskylä, Jyväskylä, Finland",WebAssembly; Web of Things; Internet of Things; IoT,"WebAssembly enables running the same application code in a range of devices in headless mode outside the browser. Furthermore, it has been proposed that WebAssembly applications can be made isomorphic so that they can be liberally allocated to a set of computers that comprise the runtime environment. In this paper, we explore if WebAssembly truly enables the development of comprehensive IoT applications with the same ease as more traditional techniques would enable.",International Conference on Web Engineering,2023,93-100,8,10,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_7
Predicting Crowd Workers Performance: An Information Quality Case,Davide Ceolin; Kevin Roitero; Furong Guo,"Centrum Wiskunde & Informatica, Amsterdam, The Netherlands; Vrije Universiteit Amsterdam, Amsterdam, The Netherlands; University of Udine, Udine, Italy",Crowdsourcing; Behavioral Analysis; Worker performance,"Supervised machine learning tasks require human-labeled data. Crowdsourcing allows scaling up the labeling process, but the quality of the labels obtained can vary. To address this limitation, we propose methods for predicting label quality based on worker trajectories, i.e., on the sequence of documents workers explore during their crowdsourcing tasks. Trajectories represent a lightweight and non-intrusive form of worker behavior signal. We base our analysis on previously collected datasets composed of thousands of assessment data records including information such as workers’ trajectories, workers’ assessments, and experts’ assessments. We model such behavior sequences as embeddings, to facilitate their management. Then, we: (1) use supervised methods to predict worker performance using a given ground truth; (2) perform an unsupervised analysis to provide insight into crowdsourcing quality when no gold standard is available. We test several supervised approaches which all beat the baseline we propose. Also, we identify significant differences between trajectory clusters in terms of assessments and worker performance. The trajectory-based analysis is a promising direction for non-intrusive worker performance evaluation.",International Conference on Web Engineering,2023,75-90,16,0,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_6
Applying Discrete Event Simulation on Patient Flow Scenarios with Health Monitoring Systems,"Anastasiia Gorelova, Santiago Meliá & Diana Gadzhimusieva; Alexandra Parichenko","Universidad de Alicante, Carretera de San Vicente S/N, 03690, San Vicente del Raspeig, Alicante, Spain; Institute for Materials Science and Max Bergmann Center of Biomaterials, Dresden University of Technology, Budapester Str. 27, 01069, Dresden, Germany",Web of things (WoT); MATLAB; Simulink; SimEvents; infertility treatment; simulation; biosensor; Model Driven Engineering (MDE); Digital Twin; Discrete-Event Simulation (DES),"Despite technological advances, today there are still many treatments that have not been addressed by remote monitoring due to the absence of reliable monitoring devices and/or Health Monitoring Systems (HMS). In addition, there are situations where the deficiency of data due to the lack of a real scenario or device makes it impossible to use artificial intelligence (AI) techniques. However, this problem could be solved with simulation, being a fundamental mechanism for predicting and forecasting not-existing scenarios. In this paper, we proposed the use of Discrete-Event Simulation (DES) to model complex HMS scenarios. We have integrated a simulation module based on Matlab Simulink, into the MoSTHealth framework, so that the digital twins (DTs) modelled by the framework are elements of the DES scenario that the medical expert can easily parameterize through a mobile interface. A case study has been defined on the use of a wearable device (under development) that collects relevant hormone levels in real time, during infertility treatment. The DES simulation demonstrates an increase in the number of patients seen by one physician by 88,8%. In addition, the average waiting time for consultation decreased by 36.5%.",International Conference on Web Engineering,2023,101-108,8,1,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_8
Streamlining Personal Data Access Requests: From Obstructive Procedures to Automated Web Workflows,"Nicola Leschke, Florian Kirsten, Frank Pallas & Elias Grünewald","TU Berlin, Information Systems Engineering, Berlin, Germany",Data Subject Access Request; Process Automation; Web Automation; Privacy; Privacy Engineering; Data Access; Data Portability; GDPR,"Transparency and data portability are two core principles of modern privacy legislations such as the GDPR. From the regulatory perspective, providing individuals (data subjects) with access to their data is a main building block for implementing these. Different from other privacy principles and respective regulatory provisions, however, this right to data access has so far only seen marginal technical reflection. Processes related to performing data subject access requests (DSARs) are thus still to be executed manually, hindering the concept of data access from unfolding its full potential.",International Conference on Web Engineering,2023,111-125,15,6,https://link.springer.com/chapter/10.1007/978-3-031-34444-2_9
DyST: Dynamic Specification Mining for Heterogenous IoT Systems with WoT,Ege Korkan; Silvia Oliva Ramirez & Sebastian Steinhorst,"Technical University of Munich, Munich, Bavaria, Germany; Siemens, Munich, Bavaria, Germany",null,"The comprehension of a distributed system and its verification is one of the most challenging problems in today’s software engineering, commonly referred to as observability. The complexity increases when one cannot control all the components, like in IoT systems composed of third-party devices. The Web of Things standards by the W3C help with this by describing what one can do with an IoT device via network messages. However, no work has leveraged these standards to offer an observability solution that works with any set of IoT devices. This work addresses this gap by proposing a method to verify the correctness of the system by mining its specification from device interactions. Our approach can reverse engineer complex application logic in the form of UML Sequence Diagrams from the analysis of network messages of any protocol between the devices during system runtime, which can be used to programmatically assert the correctness of the mined specification. We have evaluated our approach with three case studies to assess our mining technique, the performance of our algorithms, and the applicability of our contributions to system verification in the IoT. Our results show that our approach can produce accurate Sequence Diagrams that help understand and verify the behavior of IoT systems.",International Conference on Web Engineering,2024,147-162,16,3,https://link.springer.com/chapter/10.1007/978-3-031-62362-2_11
The Open V2X Management Platform,"Christos Dalamagkas, Angelos Georgakis, Kostas Hrissagis-Chrysagis & George Papadakis","EU Programs Coordination Department, Public Power Corporation, Athens, Greece",null,"In this paper, we present an open-source web-based system, called Open V2X Management Platform (O-V2X-MP), which facilitates the management of charging points for electric vehicles with the goal of realizing Vehicle-to-Everything (V2X) scenarios. We describe its backend, which is composed of numerous components through a microservices architecture leveraging Docker containers. Using the C4 model methodology, we present the system context diagram with the main actors that interact with O-V2X-MP, the container diagram with the main communication flows between its components and the component diagram with the modules comprising the core of the platform. We also delve into the value-added services of O-V2X-MP, namely the billing engine, the REST APIs that enable interconnections and integration with external systems, the data analytics capabilities and the cyber-security module. We conclude with our future plans for the platform’s frontend.",International Conference on Web Engineering,2024,133-146,14,2,https://link.springer.com/chapter/10.1007/978-3-031-62362-2_10
Language Models as SPARQL Query Filtering for Improving the Quality of Multilingual Question Answering over Knowledge Graphs,"Aleksandr Perevalov, Aleksandr Gashkov & Andreas Both; Andreas Both; Maria Eltsova","CBZ München GmbH, Heilbronn, Germany; Leipzig University of Applied Sciences, Leipzig, Germany; DATEV eG, Nuremberg, Germany",null,"Question Answering systems working over Knowledge Graphs (KGQA) generate a ranked list of SPARQL query candidates for a given natural-language question. In this paper, we follow our long-term research agenda of providing trustworthy KGQA systems – here – by presenting a query filtering approach that utilizes (large) language models (LMs/LLMs), s.t., correct and incorrect queries can be distinguished. In contrast to the previous work, we address here multilingual questions represented in major languages (English, German, French, Spanish, and Russian), and confirm the generalizability of our approach by also evaluating it on low-resource languages (Ukrainian, Armenian, Lithuanian, Belarusian, and Bashkir). For our experiments, we used the following LMs: BERT, DistilBERT, Mistral, Zephyr, GPT-3.5, and GPT-4. The LMs were applied to the KGQA systems – QAnswer and MemQA – as SPARQL query filters. The approach was evaluated on the multilingual Wikidata-based dataset QALD-9-plus. The experimental results suggest that the KGQA systems achieve quality improvements for all languages when using our query-filtering approach.",International Conference on Web Engineering,2024,3-18,16,1,https://link.springer.com/chapter/10.1007/978-3-031-62362-2_1
SeamlessMDD: Framework for Seamless Integration of Generated and Hand-Written Code,"Bojana Dragaš, Nenad Todorović & Gordana Milosavljević; Tijana Rajačić","Faculty of Technical Sciences, University of Novi Sad, Trg Dositeja Obradovića 6, Novi Sad, Serbia; Schneider Electric, Industrijska 3G, Novi Sad, Serbia",null,"This paper presents SeamlessMDD - our open-source framework for a gradual and effortless transition from traditional development to MDD (Model-Driven Development) that allows maintaining hand-written and generated code intertwined without the need to adjust the web application architecture or the established way of work. We propose a novel workflow that is based on the following: (1) Incremental and iterative transformations derived from model versions comparison so that only code for affected model elements is generated or modified; (2) Integration of generated and hand-written code using API-based code generators, which operate on syntax trees of target programming languages; (3) Case-specific support for change propagation and conflict resolution (contrary to the VCS-based systems operating on the single line).",International Conference on Web Engineering,2024,163-177,15,0,https://link.springer.com/chapter/10.1007/978-3-031-62362-2_12
EdgER: Entity Resolution at the Edge for Next Generation Web Systems,"Cristian Martella, Angelo Martella & Antonella Longo","Department of Engineering for Innovation, University of Salento, Lecce, Italy",null,"Thanks to the advances of emerging technologies like Edge and Cloud Computing and microservice development, web architectures are evolving to support Big Data platforms fully. The decentralization of the traditional cloud-centric approach pushes microservices towards the edge of the Internet when constraints exist regarding response time, security, and proximity services availability. This work proposes an approach for detecting anomalies at the edge called EdgER based on entity resolution techniques. Such an approach can be adopted for any application providing proximity-added-value service, even in near real-time. In this sense, a case study is provided in the photovoltaics domain. By implementing EdgER’s building blocks at the edge, it is possible to reconcile the received IoT data streams early against a predefined data model and identify near real-time anomalies in energy production and/or in smart photovoltaic panel operations. In general, EdgeER can also significantly contribute to improving the quality of the data managed by the overall Big Data platform and facilitating the implementation of privacy-preserving proximity-added-value services.",International Conference on Web Engineering,2024,178-196,19,1,https://link.springer.com/chapter/10.1007/978-3-031-62362-2_13
